ID,Name,Description,URL,Latitude,Longitude,Timezone,Status,Address,City,State,ZipCode,Country,SeoDescription,HomeTeam,title,seoTitle,keywords,locale
4222,Yankee Stadium,"Yankee Stadium Tickets - Buy and sell Yankee Stadium event tickets and check out the Yankee Stadium schedule in Bronx, NY at StubHub!",http://www.stubhub.com/yankee-stadium-tickets/,40.827648,-73.926039,EST,active,1 East 161st St.,Bronx,NY,10451,US,Yankee Stadium Tickets,yankee-stadium,Yankee Stadium Tickets - Yankee Stadium Schedule at StubHub!,Yankee Stadium Tickets - Yankee Stadium Events,"Yankee Stadium Tickets,Yankee Stadium event tickets,Yankee Stadium schedule, buy, sell, ticket",en_US
